date,amount,category,description
2026-02-01,0.99,Media & streaming,App purchase
2026-02-01,200.0,Apparel and Beauty,Spa treatment
2026-02-01,50.0,Food & drink,Dinner
2026-02-01,1200.0,Electronics & tech,Compra de laptop
2026-02-01,12.5,Food & drink,Sandwich
2026-01-26,12.5,Food & drink,Sandwich
2026-01-19,8.75,Food & drink,Coffee
2026-02-02,12.5,Food & drink,Sandwich
2026-01-31,25.99,Media & streaming,Movie ticket
2026-01-30,60.0,Transit and Fuel,Gas
2026-01-31,4.5,Food & drink,Coffee
2026-01-30,38.0,Transit and Fuel,Uber to the airport
2026-01-30,18.0,Media & streaming,Movie ticket
2026-02-04,20.0,Transit and Fuel,Bus pass
2026-02-01,65.0,Food & drink,Instacart grocery delivery
2026-01-31,79.99,Electronics & tech,Headphones
2026-02-01,35000.0,Transit and Fuel,Bought a car
2026-02-01,0.99,Media & streaming,App purchase
2026-02-01,200.0,Apparel and Beauty,Spa treatment
2026-02-01,50.0,Food & drink,Dinner
2026-02-01,1200.0,Electronics & tech,Compra de laptop
2026-02-01,12.5,Food & drink,Sandwich
2026-01-26,12.5,Food & drink,Sandwich
2026-01-19,8.75,Food & drink,Coffee
2026-02-02,12.5,Food & drink,Sandwich
2026-01-31,25.99,Arts and hobbies,Movie ticket
2026-01-30,60.0,Transit and Fuel,Gas
2026-01-31,4.5,Food & drink,Coffee
2026-01-30,38.0,Transit and Fuel,Uber to the airport
2026-01-30,18.0,Arts and hobbies,Movie ticket
2026-02-04,20.0,Transit and Fuel,Bus pass
2026-02-01,65.0,Food & drink,Instacart grocery delivery
2026-01-31,79.99,Electronics & tech,Headphones
2026-02-01,35000.0,Transit and Fuel,Car purchase
2026-02-01,0.99,Media & streaming,App purchase
2026-02-01,200.0,Apparel and Beauty,Spa treatment
2026-02-01,50.0,Food & drink,Dinner
2026-02-01,1200.0,Electronics & tech,Compra de una laptop
2026-02-01,12.5,Food & drink,Bought a sandwich.
2026-01-26,12.5,Food & drink,Bought a sandwich.
2026-01-19,8.75,Food & drink,Coffee.
2026-02-02,12.5,Food & drink,Bought a sandwich.
2026-01-31,25.99,Media & streaming,Movie ticket.
2026-01-30,60.0,Transit and Fuel,Gas.
2026-01-31,4.5,Food & drink,Coffee.
2026-01-30,38.0,Transit and Fuel,Uber to the airport.
2026-01-30,18.0,Arts and hobbies,Movie ticket.
2026-02-04,20.0,Transit and Fuel,Bus pass.
2026-02-01,65.0,Food & drink,Instacart grocery delivery.
2026-01-31,79.99,Electronics & tech,Bought headphones.
2026-02-01,35000.0,Transit and Fuel,Bought a car.
2026-02-01,0.99,Media & streaming,App purchase.
2026-02-01,200.0,Apparel and Beauty,Spa treatment.
2026-02-01,50.0,Food & drink,Dinner.
2026-02-01,1200.0,Electronics & tech,Laptop purchase.
2026-02-01,12.5,Food & drink,Bought a sandwich.
2026-01-26,12.5,Food & drink,Bought a sandwich.
2026-01-19,8.75,Food & drink,Coffee.
2026-02-02,12.5,Food & drink,Sandwich.
2026-01-31,25.99,Media & streaming,Movie ticket.
2026-01-30,60.0,Transit and Fuel,Gas.
2026-01-31,4.5,Food & drink,Coffee.
2026-01-30,38.0,Transit and Fuel,Took an Uber to the airport.
2026-01-30,18.0,Media & streaming,Movie ticket.
2026-02-04,20.0,Transit and Fuel,Bus pass.
2026-02-01,65.0,Food & drink,Instacart grocery delivery.
2026-01-31,79.99,Electronics & tech,Headphones.
2026-02-01,35000.0,Transit and Fuel,Bought a car.
2026-02-01,0.99,Media & streaming,App purchase.
2026-02-01,200.0,Apparel and Beauty,Spa treatment.
2026-02-01,50.0,Food & drink,Dinner.
2026-02-01,1200.0,Electronics & tech,Compré una laptop.
2026-02-01,12.5,Food & drink,Bought a sandwich.
2026-01-26,12.5,Food & drink,Sandwich.
2026-01-19,8.75,Food & drink,Coffee.
2026-02-02,12.5,Food & drink,Bought a sandwich.
2026-01-31,25.99,Media & streaming,Movie ticket.
2026-01-30,60.0,Transit and Fuel,Gas.
2026-01-31,4.5,Food & drink,Coffee.
2026-01-30,38.0,Transit and Fuel,Uber to the airport.
2026-01-30,18.0,Media & streaming,Movie ticket.
2026-02-04,20.0,Transit and Fuel,Bus pass.
2026-02-01,65.0,Food & drink,Instacart grocery delivery.
2026-01-31,79.99,Electronics & tech,Bought headphones.
2026-02-01,35000.0,Transit and Fuel,Bought a car.
2026-02-01,0.99,Media & streaming,Paid $0.99 for an app.
2026-02-01,200.0,Apparel and Beauty,Spa treatment.
2026-02-01,50.0,Food & drink,Dinner.
2026-02-01,1200.0,Electronics & tech,Compré una laptop.
2026-02-01,12.5,Food & drink,Sandwich
2026-01-26,12.5,Food & drink,Sandwich
2026-01-19,8.75,Food & drink,Coffee
2026-02-02,12.5,Food & drink,Sandwich
2026-01-31,25.99,Media & streaming,Movie ticket
2026-01-30,60.0,Transit and Fuel,Gas
2026-01-31,4.5,Food & drink,Coffee
2026-01-30,38.0,Transit and Fuel,Uber ride to the airport
2026-01-30,18.0,Media & streaming,Movie ticket
2026-02-04,20.0,Transit and Fuel,Bus pass
2026-02-01,65.0,Food & drink,Instacart grocery delivery
2026-01-31,79.99,Electronics & tech,Headphones
2026-02-01,35000.0,Misc,Bought a car
2026-02-01,0.99,Media & streaming,App purchase
2026-02-01,200.0,Apparel and Beauty,Spa treatment
2026-02-01,50.0,Food & drink,Dinner
2026-02-01,1200.0,Electronics & tech,Compra de laptop
